Best D=7 C(30,15),Best D=7 C(30,15),Best D=7 C(30,15),D=5 C(30,15),D=5 C(30,15),D=5 C(30,15),Best D=7 C(32,16),Best D=7 C(32,16),Best D=7 C(32,16),D=5 C(32,16),D=5 C(32,16),D=5 C(32,16),Best D=7 C(34,17),Best D=7 C(34,17),Best D=7 C(34,17),D=5 C(34,17),D=5 C(34,17),D=5 C(34,17),Best D=8 C(36,18),Best D=8 C(36,18),Best D=8 C(36,18),D=5 C(36,18),D=5 C(36,18),D=5 C(36,18),Best D=7 C(38,19),Best D=7 C(38,19),Best D=7 C(38,19),D=5 C(38,19),D=5 C(38,19),D=5 C(38,19),Best D=9 C(40,20),Best D=9 C(40,20),Best D=9 C(40,20),D=5 C(40,20),D=5 C(40,20),D=5 C(40,20)
0.005354,0.010235,30,0.024006,0.000473,30,0.017614,0.000065,30,0.08135,0.000258,30,0.06385,0.000162,30,0.284809,0.000815,30,0.2585,0.000709,30,1.149216,0.001689,30,0.853849,0.002888,30,4.912143,0.010034,30,3.230666,0.025503,30,20.58881,0.052082,30
